"","INSTNM","STABBR","ACCREDAGENCY","HIGHDEG","ADM_RATE_ALL","SAT_AVG_ALL","PCIP14","UGDS","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PCTFLOAN","PAR_ED_PCT_PS","DEP_INC_AVG","DEBT_MDN","AGE_ENTRY","FEMALE","VETERAN","FAMINC","GRADS"
"107","Cortiva Institute-Scottsdale","AZ","Accrediting Council for Continuing Education & Training",1,"NULL","NULL","0","89","NULL","20625","NULL","NULL","7070","2217","NULL","0.8723","0.5243902439","52682.159091","7600","30.230769231","0.7197802198","PrivacySuppressed","32067.862637","NULL"
"108","Pima Community College","AZ","Higher Learning Commission",2,"NULL","NULL","0.0047","21843","8727","NULL","2046","7362","1918","4459","5390","0.1126","0.5223920266","34069.289364","3500","24.66969086","0.5442428315","0.0097446237","26934.137769","NULL"
"109","Pima Medical Institute-Tucson","AZ","Accrediting Bureau of Health Education Schools",3,"NULL","NULL","0","2109","NULL","24549","NULL","NULL","6941","2545","5645","0.6484","0.4946070878","44704.752119","8445","26.641976266","0.8313038083","0.0086868844","31765.580237","NULL"
"110","Pima Medical Institute-Albuquerque","NM","Accrediting Bureau of Health Education Schools",2,"NULL","NULL","0","872","NULL","22531","NULL","NULL","6904","3635","6028","0.7222","0.4946070878","44704.752119","8445","26.641976266","0.8313038083","0.0086868844","31765.580237","NULL"
"111","Prescott College","AZ","Higher Learning Commission",4,"0.68471337579617","1089","0","349","39865","NULL","28943","28943","17392","7923","3236","0.5614","0.7680412371","82030.468085","14962","27.980676329","0.6956521739","PrivacySuppressed","51224.864734","347"
"112","Refrigeration School Inc","AZ","Accrediting Commission of Career Schools and Colleges",2,"NULL","NULL","0","657","NULL","26519","NULL","NULL","11139","1447","3903","0.7016","0.4774346793","44654.952381","9500","30.48436019","0.0255924171","0.0426540284","27944.339336","NULL"
"113","Rio Salado College","AZ","Higher Learning Commission",2,"NULL","NULL","0","6514","10678","NULL","2094","7878","2785","2435","7065","0.1237","0.5267652572","39786.295669","3396","30.17698328","0.6757381715","0.009960868","27962.756492","NULL"
"114","Roberto-Venn School of Luthiery","AZ","Accrediting Commission of Career Schools and Colleges",1,"NULL","NULL","0","40","NULL","23515","NULL","NULL","11139","12257","NULL","0.5263","PrivacySuppressed","74634.666667","7307","27.5","PrivacySuppressed","PrivacySuppressed","47177.12963","NULL"
"115","Hair Academy of Safford","AZ","NULL",1,"NULL","NULL","0","57","NULL","11996","NULL","NULL","4988","4699","NULL","0.3148","PrivacySuppressed","PrivacySuppressed","9500","28","PrivacySuppressed","PrivacySuppressed","11888.305556","NULL"
"116","Scottsdale Community College","AZ","Higher Learning Commission",2,"NULL","NULL","0","6431","12375","NULL","2094","7878","2423","6794","7439","0.1164","0.5976650202","39916.257645","4261","25.550996483","0.5318483783","0.0093786635","30520.671356","NULL"
"117","South Mountain Community College","AZ","Higher Learning Commission",2,"NULL","NULL","0","3244","11801","NULL","2094","7878","1302","5938","7452","0.1976","0.4104882459","30562.17207","4500","25.049096804","0.5937934229","0.0074108384","25159.145901","NULL"
"118","Arizona Christian University","AZ","Higher Learning Commission",3,"0.59162303664921","963","0","684","36297","NULL","23896","23896","9312","5864","5471","0.6457","0.6174496644","61651.677083","9500","22.759109312","0.2894736842","PrivacySuppressed","53447.115385","NULL"
"119","Tucson College","AZ","NULL",1,"NULL","NULL","0","102","NULL","27056","NULL","NULL","9988","3956","NULL","0.4132","0.4555555556","23585.365854","9419","27.673553719","0.5","PrivacySuppressed","17410.747934","NULL"
"120","Universal Technical Institute of Arizona Inc","AZ","Accrediting Commission of Career Schools and Colleges",2,"NULL","NULL","0","1896","NULL","24064","NULL","NULL","13188","3085","5012","0.6082","0.4513946424","52781.129134","12813","22.803220433","0.0376457524","0.0182121044","42458.6794","NULL"
"121","Western International University","AZ","Higher Learning Commission",4,"NULL","NULL","0","1133","17736","NULL","6000","6000","6725","1463","5939","0.2888","0.4918414918","43833.722222","10035.5","34.896825397","0.6686507937","0.0198412698","33465.10119","474"
"122","Empire Beauty School-NW Phoenix","AZ","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","95","NULL","18050","NULL","NULL","8063","8125","NULL","0.7149","0.4475476839","35381.824034","8915","26.165320409","0.9337641357","0.0086160474","21932.617124","NULL"
"123","Yavapai College","AZ","Higher Learning Commission",2,"NULL","NULL","0.0012","4634","11141","NULL","2280","9120","2185","6282","7009","0.1045","0.5","34160.199134","6196","27.900881982","0.5636287274","0.0088198236","23844.887862","NULL"
"124","University of Arkansas at Little Rock","AR","Higher Learning Commission",4,"0.89828009828009","1029","0.0215","7023","21392","NULL","8061","19499","5438","6255","7683","0.4446","0.6089595376","48044.868137","12375","25.515523089","0.6464909992","0.0060005218","39269.29246","2932"
"125","University of Arkansas for Medical Sciences","AR","Higher Learning Commission",4,"NULL","NULL","0","656","NULL","NULL","NULL","NULL","15624","49649","9346","0.6072","0.6049723757","63010.030534","12500","28.42","0.8375","PrivacySuppressed","42150.5275","2195"
"126","Arkansas Baptist College","AR","Higher Learning Commission",3,"NULL","NULL","0","878","21857","NULL","8760","8760","9591","3262","4441","0.8061","0.5504710633","24540.288722","9500","21.672","0.2502857143","PrivacySuppressed","20377.133714","NULL"
"127","Arkansas Beauty School-Little Rock","AR","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","89","NULL","22463","NULL","NULL","5931","1133","NULL","0.5817","0.4459459459","11945.757576","6332","28.243093923","0.9226519337","PrivacySuppressed","13911.447514","NULL"
"128","Arkansas Beauty College","AR","Accrediting Commission of Career Schools and Colleges",1,"NULL","NULL","0","17","NULL","13158","NULL","NULL","8337","4127","NULL","0.7027","0.4705882353","50730.277778","5916.5","25.363636364","PrivacySuppressed","PrivacySuppressed","29275","NULL"
"129","Lyon College","AR","Higher Learning Commission",3,"0.74173117522871","1099","0","683","35454","NULL","26290","26290","9269","8897","6492","0.614","0.7","68280.881657","12000","19.920110193","0.4325068871","PrivacySuppressed","64437.997245","NULL"
"130","Arkansas College of Barbering and Hair Design","AR","Accrediting Commission of Career Schools and Colleges",1,"NULL","NULL","0","131","NULL","21452","NULL","NULL","10766","1666","NULL","0.5112","0.3815789474","18581.565217","9500","28.011235955","0.3426966292","PrivacySuppressed","13660.455056","NULL"
"131","Arthur's Beauty College Inc-Fort Smith","AR","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","39","NULL","16977","NULL","NULL","9003","4576","NULL","0.549","0.4571428571","35616.115385","7000","25.572289157","PrivacySuppressed","PrivacySuppressed","21634.813253","NULL"
"132","University of Arkansas","AR","Higher Learning Commission",4,"0.63201634244858","1170","0.107","22254","21817","NULL","8820","23168","8487","9984","9298","0.3905","0.7400385128","95873.100131","14181","21.283907238","0.5588193956","0.0029515109","86258.19241","4646"
"133","University of Arkansas at Pine Bluff","AR","Higher Learning Commission",4,"0.41932945065323","894","0","2711","16319","NULL","6898","12988","1177","7777","5850","0.6578","0.6322624744","33128.096999","12250","21.153024911","0.5960854093","PrivacySuppressed","30535.569395","100"
"134","Arkansas State University-Beebe","AR","Higher Learning Commission",2,"NULL","NULL","0","2826","12633","NULL","3480","5580","1935","4154","5144","0.1154","0.5438381361","38776.025271","4500","23.775151182","0.5981308411","PrivacySuppressed","32775.848818","NULL"
"135","Arkansas State University-Main Campus","AR","Higher Learning Commission",4,"0.70397877984084","1090","0.0162","9128","20872","NULL","8200","14260","3860","5526","7016","0.5281","0.6117332035","55808.378998","12500","23.319087044","0.6108749161","PrivacySuppressed","46692.785187","4246"
"136","Arkansas Tech University","AR","Higher Learning Commission",4,"0.63914373088685","NULL","0.0269","8463","17731","NULL","6624","11880","4107","4507","6542","0.4402","0.5425219941","50494.428834","10941","23.041621268","0.5661364132","PrivacySuppressed","43667.734147","841"
"137","University of Arkansas at Monticello","AR","Higher Learning Commission",4,"NULL","NULL","0","2633","16881","NULL","7210","13060","3518","7908","5506","0.4939","0.5466025256","41387.29761","7054.5","23.630971129","0.537007874","PrivacySuppressed","34654.03622","255"
"138","Arthur's Beauty College Inc-Jacksonville","AR","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","73","NULL","14802","NULL","NULL","8755","4502","NULL","0.617","0.5393258427","42788.558824","9383","26.154589372","0.9371980676","PrivacySuppressed","24147.57971","NULL"
"139","Baptist Health College-Little Rock","AR","Accrediting Bureau of Health Education Schools",1,"0.78260869565217","970","0","661","22630","NULL","9194","9194","4075","7595","6177","0.9729","0.5830449827","62596.759036","9500","26.0512","0.864","PrivacySuppressed","42395.8976","NULL"
"140","Black River Technical College","AR","Higher Learning Commission",2,"NULL","NULL","0","1217","12104","NULL","2904","5304","1700","6882","4846","0.2478","0.5193026152","32616.967146","6500","24.774054054","0.6108108108","PrivacySuppressed","26871.416216","NULL"
"141","University of Central Arkansas","AR","Higher Learning Commission",4,"0.89780577001219","1082","0","9082","20052","NULL","8224","14447","5123","7281","6882","0.5051","0.6540410776","57620.093431","12000","21.152542373","0.6165561287","PrivacySuppressed","51621.338246","1871"
"142","Central Baptist College","AR","Higher Learning Commission",3,"0.61949685534591","1018","0","731","23491","NULL","15000","15000","9118","3486","5252","0.5789","0.6544502618","61779.966165","13996.5","24.791962175","0.4609929078","PrivacySuppressed","51145.723404","NULL"
"143","Cossatot Community College of the University of Arkansas","AR","Higher Learning Commission",2,"NULL","NULL","0","916","10994","NULL","3015","6345","2102","6464","4728","0","0.4137931034","25583.279635","PrivacySuppressed","23.242085661","0.6759776536","PrivacySuppressed","22685.497207","NULL"
"144","Crowley's Ridge College","AR","Higher Learning Commission",3,"NULL","NULL","0","197","19791","NULL","12500","12500","8140","3335","3813","0.6637","0.6043165468","55119.177778","9500","20.22875817","0.3921568627","PrivacySuppressed","49575.235294","NULL"
"145","Crowley's Ridge Technical Institute","AR","Council on Occupational Education",1,"NULL","NULL","0","189","8611","NULL","1350","1350","371","10383","NULL","0","0.4364640884","19315.761905","PrivacySuppressed","25.773333333","0.4444444444","PrivacySuppressed","13991.28","NULL"
"146","East Arkansas Community College","AR","Higher Learning Commission",2,"NULL","NULL","0","665","10414","NULL","2850","3660","1958","4085","5253","0.0383","0.4917127072","28989.418605","2000","22.305882353","0.6658823529","PrivacySuppressed","25163.710588","NULL"
"147","Eastern College of Health Vocations-Little Rock","AR","Accrediting Bureau of Health Education Schools",1,"NULL","NULL","0","134","NULL","15457","NULL","NULL","5435","1935","NULL","0.8695","0.4057815846","21489.227811","3731","26.408450704","0.9568661972","PrivacySuppressed","14922.672535","NULL"
"148","Imagine-Paul Mitchell Partner School","AR","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","366","NULL","19398","NULL","NULL","7033","4193","NULL","0.7192","0.5432098765","45981.355469","9833","24.19614711","0.9667250438","PrivacySuppressed","32714.775832","NULL"
"149","National Park College","AR","Higher Learning Commission",2,"NULL","NULL","0.0018","2176","12268","NULL","3200","4580","2169","7931","5096","0.3364","0.5433386838","30835.837466","7142.5","25.581173261","0.5920873124","PrivacySuppressed","24124.12824","NULL"
"150","University of Arkansas Community College-Batesville","AR","Higher Learning Commission",2,"NULL","NULL","0","995","10819","NULL","2262","3942","1230","5375","4603","0.1521","0.5414285714","32456.115385","6000","24.262376238","0.6757425743","PrivacySuppressed","27564.158416","NULL"
"151","Harding University","AR","Higher Learning Commission",4,"0.70184934596301","1135","0.0406","4377","27627","NULL","18635","18635","13563","9179","7373","0.5573","0.7945205479","90168.721746","19692","20.986959506","0.5682910089","PrivacySuppressed","83701.980096","1483"
"152","Henderson State University","AR","Higher Learning Commission",4,"0.66110019646365","1030","0.0039","3048","20112","NULL","8340","15180","3375","7808","5808","0.5821","0.6232616941","47663.648855","11000","21.535365152","0.5543415756","PrivacySuppressed","42411.974123","499"
"153","Hendrix College","AR","Higher Learning Commission",4,"0.77103825136612","1287","0","1315","56050","NULL","42440","42440","12390","12199","7698","0.5038","0.8079331942","89363.408537","21500","19.430555556","0.505952381","PrivacySuppressed","87378.763889","7"
"154","Hot Springs Beauty College","AR","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","8","NULL","16173","NULL","NULL","9311","4360","NULL","0.6222","0.5531914894","24525.684211","5500","25.543859649","PrivacySuppressed","PrivacySuppressed","17240.298246","NULL"
"155","Jefferson Regional Medical Center School of Nursing","AR","Accrediting Bureau of Health Education Schools",2,"NULL","NULL","0","61","NULL","NULL","NULL","NULL","3456","4400","6132","0.6232","PrivacySuppressed","61662.054054","11968.5","26.069767442","0.8837209302","PrivacySuppressed","40192.127907","NULL"
